"","First.Variable","Second.Variable","Correlation"
"785","set_parameter.MB_MINIMIZE_HW","Regs",0.872378069538275
"171","set_operation_latency.altfp_subtract_32","Cycles",0.766615365868293
"233","set_operation_latency.altfp_subtract_8","Cycles",0.69207840414292
"290","set_resource_constraint.altfp_subtract_32","Cycles",-0.665793536388825
"271","set_operation_latency.altfp_divide_8","Cycles",0.652652498041323
"427","set_operation_latency.altfp_extend_8","FMax",0.648080951506771
"312","set_resource_constraint.unsigned_modulus_16","FMax",-0.635801612055095
"875","set_operation_latency.altfp_divide_8","Regs",0.629511546225948
"193","set_resource_constraint.signed_modulus_32","Cycles",-0.6260082782745
"774","set_operation_latency.altfp_add_64","Regs",0.620666968901679
"263","set_operation_latency.altfp_add_8","Cycles",0.611853114628535
"814","set_parameter.INCREMENTAL_SDC","Regs",0.60904729049892
"286","set_operation_latency.unsigned_modulus_32","Cycles",-0.603386835163381
"256","set_resource_constraint.unsigned_divide_32","Cycles",-0.603334341838548
"190","set_resource_constraint.signed_divide_8","Cycles",-0.576255363398075
"830","set_operation_latency.altfp_add_32","Regs",0.568132633654565
"411","set_operation_latency.unsigned_add_64","FMax",-0.563310068696135
"813","set_operation_latency.altfp_divide_64","Regs",0.561003484369443
"210","set_parameter.INCREMENTAL_SDC","Cycles",0.550349338342969
"759","set_operation_latency.mem_dual_port","Regs",0.547242927631876
"867","set_operation_latency.altfp_add_8","Regs",0.539177457299092
"899","Cycles","Regs",0.533376308345146
"841","set_operation_latency.altfp_subtract_64","Regs",0.528118532409226
"775","set_operation_latency.altfp_subtract_32","Regs",0.523561367256692
"826","set_parameter.ENABLE_PATTERN_SHARING","Regs",0.522036752844563
"864","set_operation_latency.unsigned_add_64","Regs",-0.508210119393186
"803","set_operation_latency.signed_multiply_16","Regs",-0.494107882757215
"337","set_operation_latency.reg","FMax",0.492357487530028
"765","set_resource_constraint.unsigned_modulus_16","Regs",-0.491720841711138
"155","set_operation_latency.mem_dual_port","Cycles",0.487371241602905
"360","set_operation_latency.altfp_divide_64","FMax",-0.478823342149072
"219","set_operation_latency.unsigned_divide_64","Cycles",0.474139649701897
"276","set_operation_latency.altfp_extend_8","Cycles",0.470532696842415
"250","set_operation_latency.altfp_multiply_8","Cycles",0.464636142064485
"831","set_resource_constraint.altfp_divide_64","Regs",-0.462221127478763
"364","set_resource_constraint.unsigned_multiply_16","FMax",0.454519208696906
"880","set_operation_latency.altfp_extend_8","Regs",0.453332946691184
"226","set_operation_latency.altfp_add_32","Cycles",0.45279717802468
"199","set_operation_latency.signed_multiply_16","Cycles",-0.452031439354528
"318","set_resource_constraint.signed_multiply_16","FMax",0.450291692554942
"822","set_parameter.DISABLE_REG_SHARING","Regs",0.447902041677277
"222","set_parameter.ENABLE_PATTERN_SHARING","Cycles",0.441839741709382
"382","set_resource_constraint.altfp_add_32","FMax",0.441173192266595
"177","set_operation_latency.altfp_truncate_8","Cycles",-0.432471013566844
"322","set_operation_latency.altfp_subtract_32","FMax",0.428105464763875
"369","set_parameter.DISABLE_REG_SHARING","FMax",0.426521157119217
"242","set_parameter.PATTERN_SHARE_BITOPS","Cycles",0.421752476269047
"876","set_parameter.EXPLICIT_LPM_MULTS","Regs",0.420127140910379
"361","set_parameter.INCREMENTAL_SDC","FMax",0.420069264806194
"204","set_operation_latency.unsigned_add_16","Cycles",0.419435368725955
"218","set_parameter.DISABLE_REG_SHARING","Cycles",0.419043462036269
"430","set_resource_constraint.unsigned_add_8","FMax",0.411673292925613
"414","set_operation_latency.altfp_add_8","FMax",0.410683115432696
"336","set_resource_constraint.unsigned_multiply_8","FMax",0.409555235738208
"442","set_resource_constraint.signed_modulus_8","FMax",0.409555235738208
"350","set_operation_latency.signed_multiply_16","FMax",0.403576153921994
"791","set_operation_latency.unsigned_modulus_64","Regs",-0.398622128494803
"217","set_operation_latency.signed_add_32","Cycles",0.394102034019266
"292","set_resource_constraint.signed_divide_64","Cycles",-0.391360101708402
"205","set_parameter.PATTERN_SHARE_SUB","Cycles",0.389980086682275
"812","set_parameter.NO_LOOP_PIPELINING","Regs",0.386178972214039
"432","set_operation_latency.unsigned_divide_8","FMax",0.386172183678756
"877","set_parameter.MB_MAX_BACK_PASSES","Regs",-0.385596589085281
"243","set_resource_constraint.signed_add_8","Cycles",-0.379905539650185
"846","set_parameter.PATTERN_SHARE_BITOPS","Regs",0.379680955617124
"259","set_operation_latency.altfp_truncate_32","Cycles",0.379142645815911
"195","set_resource_constraint.unsigned_modulus_64","Cycles",-0.378242997567042
"196","set_operation_latency.unsigned_modulus_8","Cycles",-0.378242997567042
"214","set_operation_latency.signed_modulus_64","Cycles",-0.378242997567042
"236","set_operation_latency.local_mem_dual_port","Cycles",-0.378242997567042
"265","set_operation_latency.altfp_sitofp","Cycles",-0.378242997567042
"821","set_operation_latency.signed_add_32","Regs",0.373567089105631
"340","set_resource_constraint.unsigned_divide_64","FMax",0.371806021028906
"161","set_resource_constraint.unsigned_modulus_16","Cycles",-0.367544192023212
"368","set_operation_latency.signed_add_32","FMax",0.366330229550824
"809","set_parameter.PATTERN_SHARE_SUB","Regs",0.365558171088699
"372","set_combine_basicblock","FMax",0.364987689159228
"390","set_resource_constraint.signed_multiply_32","FMax",0.364987689159228
"388","set_operation_latency.altfp_subtract_64","FMax",-0.364073943911181
"362","set_operation_latency.signed_divide_8","FMax",0.3638177048178
"325","set_operation_latency.altfp_multiply_64","FMax",-0.362568082139215
"883","set_resource_constraint.unsigned_add_8","Regs",-0.362374584593812
"373","set_parameter.ENABLE_PATTERN_SHARING","FMax",0.362016506019267
"778","set_operation_latency.altfp_multiply_64","Regs",0.360759679072155
"862","set_operation_latency.altfp_add_16","Regs",0.360560574192104
"879","set_operation_latency.unsigned_multiply_16","Regs",-0.350569549420008
"306","set_operation_latency.mem_dual_port","FMax",0.346416821941156
"790","set_operation_latency.reg","Regs",0.341915935942181
"352","set_operation_latency.unsigned_modulus_16","FMax",0.338164711177499
"776","set_parameter.PS_MIN_SIZE","Regs",-0.335707887937728
"258","set_operation_latency.altfp_add_16","Cycles",0.330009225369448
"152","X","Cycles",0.3296070376588
"771","set_resource_constraint.signed_multiply_16","Regs",-0.328012349340126
"806","set_resource_constraint.altfp_subtract_64","Regs",-0.327450576385998
"278","set_operation_latency.altfp_subtract_16","Cycles",0.326525000736429
"835","set_resource_constraint.altfp_add_32","Regs",-0.321370031146182
"836","set_parameter.PS_MIN_WIDTH","Regs",-0.318407401954269
"837","set_operation_latency.altfp_subtract_8","Regs",0.314272463653845
