"","First.Variable","Second.Variable","Correlation"
"677","set_parameter.MULTIPUMPING","Pins",-1
"1206","Blocks","RAM",1
"370","set_operation_latency.unsigned_divide_64","FMax",0.958036297195336
"1238","set_parameter.MB_MINIMIZE_HW","DPS",0.839378657202023
"1050","Cycles","Blocks",-0.83873298124446
"1201","Cycles","RAM",-0.83873298124446
"803","set_operation_latency.signed_multiply_16","Regs",0.785570954587518
"887","set_resource_constraint.altfp_divide_32","Regs",0.768941539750458
"852","set_operation_latency.signed_add_64","Regs",0.765958158871574
"394","set_resource_constraint.signed_add_8","FMax",0.757153331686313
"845","set_operation_latency.signed_multiply_64","Regs",0.750521475787728
"899","Cycles","Regs",0.746274285849629
"331","set_resource_constraint.altfp_subtract_16","FMax",0.74077063302405
"821","set_operation_latency.signed_add_32","Regs",0.736099349250696
"1054","Regs","Blocks",-0.727531449123534
"1205","Regs","RAM",-0.727531449123534
"767","set_resource_constraint.altfp_add_8","Regs",0.719707932287032
"350","set_operation_latency.signed_multiply_16","FMax",0.712422736662672
"1281","set_parameter.MULTIPUMPING","DPS",0.710579109658887
"1355","Pins","DPS",-0.710579109658887
"772","set_operation_latency.signed_modulus_32","Regs",0.704220491534615
"364","set_resource_constraint.unsigned_multiply_16","FMax",0.687477343548955
"339","set_resource_constraint.unsigned_divide_16","FMax",0.684936635867288
"996","set_operation_latency.signed_multiply_64","Blocks",-0.681712007564457
"1147","set_operation_latency.signed_multiply_64","RAM",-0.681712007564457
"312","set_resource_constraint.unsigned_modulus_16","FMax",0.675666381908903
"923","set_operation_latency.signed_modulus_32","Blocks",-0.669868301424733
"1074","set_operation_latency.signed_modulus_32","RAM",-0.669868301424733
"329","set_resource_constraint.signed_multiply_64","FMax",0.645113674187608
"446","Cycles","FMax",0.637157021350518
"434","set_resource_constraint.altfp_divide_32","FMax",0.633948241772916
"892","set_operation_latency.altfp_extend_16","Regs",0.626715618281004
"180","set_resource_constraint.altfp_subtract_16","Cycles",0.622030278008078
"392","set_operation_latency.signed_multiply_64","FMax",0.620999235823276
"900","FMax","Regs",0.620618099351407
"334","set_resource_constraint.signed_add_16","FMax",0.617219681631264
"984","set_parameter.PIPELINE_ALL","Blocks",0.613911502445234
"1135","set_parameter.PIPELINE_ALL","RAM",0.613911502445234
"365","set_operation_latency.signed_modulus_64","FMax",0.612197183779444
"397","set_resource_constraint.altfp_divide_16","FMax",0.609660991962142
"347","set_operation_latency.unsigned_modulus_8","FMax",0.606113789668507
"784","set_resource_constraint.altfp_subtract_16","Regs",0.604266265766871
"833","set_parameter.PIPELINE_ALL","Regs",-0.603799091603326
"343","set_resource_constraint.altfp_add_16","FMax",0.603598184066684
"441","set_resource_constraint.altfp_subtract_32","FMax",0.602104998979116
"415","set_operation_latency.altfp_divide_32","FMax",-0.600818786878124
"371","set_resource_constraint.unsigned_modulus_8","FMax",0.599658431651349
"307","set_operation_latency.altfp_truncate_16","FMax",0.597744103096743
"823","set_operation_latency.unsigned_divide_64","Regs",0.594010665012451
"799","set_resource_constraint.unsigned_modulus_64","Regs",0.593415354693882
"1294","set_operation_latency.altfp_subtract_64","DPS",0.590647450699575
"321","set_operation_latency.altfp_add_64","FMax",-0.589879976836253
"807","set_operation_latency.signed_add_8","Regs",0.583084556278359
"358","set_resource_constraint.altfp_subtract_8","FMax",0.579500129875355
"408","set_operation_latency.altfp_multiply_32","FMax",-0.577011822052788
"319","set_operation_latency.signed_modulus_32","FMax",0.57670360105702
"870","set_resource_constraint.unsigned_add_64","Regs",0.574500678928683
"344","set_resource_constraint.signed_modulus_32","FMax",0.574348481873527
"817","set_resource_constraint.unsigned_multiply_16","Regs",0.574313459653538
"377","set_operation_latency.altfp_add_32","FMax",-0.574002426621716
"818","set_operation_latency.signed_modulus_64","Regs",0.573091365693604
"348","set_resource_constraint.mem_dual_port","FMax",0.572064042785637
"346","set_resource_constraint.unsigned_modulus_64","FMax",0.571626677158276
"418","set_resource_constraint.signed_add_64","FMax",0.570805563337984
"428","set_operation_latency.unsigned_divide_32","FMax",0.569693338722157
"222","set_parameter.ENABLE_PATTERN_SHARING","Cycles",-0.568079894843719
"379","set_operation_latency.signed_modulus_8","FMax",0.56632037843956
"316","set_resource_constraint.unsigned_add_32","FMax",0.566051207603882
"424","set_parameter.MB_MAX_BACK_PASSES","FMax",0.565919826090772
"304","set_operation_latency.altfp_divide_16","FMax",-0.564498940134542
"771","set_resource_constraint.signed_multiply_16","Regs",0.563948791117314
"315","set_operation_latency.unsigned_multiply_32","FMax",0.56390367697982
"199","set_operation_latency.signed_multiply_16","Cycles",0.56189781550675
"871","set_resource_constraint.signed_add_64","Regs",0.561052988633213
"412","set_operation_latency.signed_add_16","FMax",0.560673883672117
"345","set_parameter.DONT_CHAIN_GET_ELEM_PTR","FMax",-0.559509405505792
"389","set_resource_constraint.signed_divide_32","FMax",0.557787523184973
"310","set_resource_constraint.signed_multiply_8","FMax",0.55512226730828
"977","set_parameter.ENABLE_PATTERN_SHARING","Blocks",0.554283332554871
"1128","set_parameter.ENABLE_PATTERN_SHARING","RAM",0.554283332554871
"388","set_operation_latency.altfp_subtract_64","FMax",-0.55360925879661
"376","set_resource_constraint.signed_add_32","FMax",0.55324767953236
"865","set_operation_latency.signed_add_16","Regs",0.552641874872911
"314","set_resource_constraint.altfp_add_8","FMax",0.552529063668989
"760","set_operation_latency.altfp_truncate_16","Regs",0.549531515305064
"407","set_resource_constraint.unsigned_divide_32","FMax",0.548724339537218
"283","set_resource_constraint.altfp_divide_32","Cycles",0.548032127760389
"351","set_operation_latency.altfp_multiply_16","FMax",-0.546566727717077
"874","set_resource_constraint.unsigned_add_16","Regs",0.546540695794927
"780","set_operation_latency.unsigned_add_32","Regs",0.5451343152596
"796","set_resource_constraint.altfp_add_16","Regs",0.542212104651585
"170","set_operation_latency.altfp_add_64","Cycles",-0.542037161735262
"858","set_operation_latency.signed_comp_u","Regs",0.540214060777357
"241","set_operation_latency.signed_multiply_64","Cycles",0.538504300072162
"774","set_operation_latency.altfp_add_64","Regs",-0.537904416771863
"414","set_operation_latency.altfp_add_8","FMax",-0.537630878304462
"847","set_resource_constraint.signed_add_8","Regs",0.53706059111155
"421","set_resource_constraint.unsigned_add_16","FMax",0.537057594545932
"826","set_parameter.ENABLE_PATTERN_SHARING","Regs",-0.534672868952772
"1314","set_operation_latency.altfp_multiply_32","DPS",0.533217446903542
"792","set_resource_constraint.unsigned_divide_16","Regs",0.532694488840492
"761","set_resource_constraint.altfp_multiply_64","Regs",0.532012877352055
"168","set_operation_latency.signed_modulus_32","Cycles",0.522604823565128
"798","set_parameter.DONT_CHAIN_GET_ELEM_PTR","Regs",-0.521103076352713
"894","set_resource_constraint.altfp_subtract_32","Regs",0.520218165725806
"340","set_resource_constraint.unsigned_divide_64","FMax",0.517431251097617
"217","set_operation_latency.signed_add_32","Cycles",0.516942601716026
"830","set_operation_latency.altfp_add_32","Regs",-0.5151607812876
"219","set_operation_latency.unsigned_divide_64","Cycles",0.514518783658305
"243","set_resource_constraint.signed_add_8","Cycles",0.507106127744956
"824","set_resource_constraint.unsigned_modulus_8","Regs",0.503904617374151
"1038","set_resource_constraint.altfp_divide_32","Blocks",-0.503874757008863
"1189","set_resource_constraint.altfp_divide_32","RAM",-0.503874757008863
"435","set_resource_constraint.unsigned_divide_8","FMax",0.50267882794068
"769","set_resource_constraint.unsigned_add_32","Regs",0.501518442588684
"387","set_operation_latency.local_mem_dual_port","FMax",0.501263616633691
"313","set_resource_constraint.unsigned_multiply_32","FMax",0.500334494094674
"372","set_combine_basicblock","FMax",0.500192881286352
"367","set_resource_constraint.unsigned_multiply_64","FMax",0.49782933409372
"1008","set_parameter.PS_MAX_SIZE","Blocks",0.496217979974361
